Position_X,Position_Y,Velocity_X,Velocity_Y,Rotation_X,Raycast_1,Raycast_2,Raycast_3,Raycast_4,Raycast_5,Raycast_6,Raycast_7,Raycast_8,Score,Horizontal,Jump
-265.5085,-8.050005,-0.01371742,-20.00013,-1,10,0.2828323,0.2000093,0.2828627,10,5.374036,5.800014,6.788244,20,0,1
-263.5085,-8.050005,10,0,1,10,0.2828539,0.2000093,0.2828627,10,6.788245,2.800005,8.202453,20,0,1
-261.5084,-4.551025,10,12.4949,1,10,10,3.69899,5.231144,1.491608,4.668354,3.301,1.839957,20,0,1
-261.3602,-3.452045,0,0.4948977,1,8.360245,10,4.797965,2.318984,7.63974,3.114142,2.202018,0.5260399,20,0,1
-260.8417,-5.253066,8.888889,-16.5051,1,10,9.895146,6.996924,4.238354,10,5.661201,2.003067,4.261762,20,0,1
-262.5308,-8.049999,-10,0,-1,10,0.2828519,0.2000008,0.2828519,10,6.788245,6.799981,7.821726,20,0,1
-262.5308,-8.049999,0,0,-1,10,0.2828519,0.2000008,0.2828519,10,6.788245,6.799981,7.821726,20,0,0
-264.5309,-6.283333,-10,-5,-1,10,2.781292,1.966667,8.43811,10,4.289804,5.033329,1.461348,20,0,0
-266.5309,-8.250049,-10,-6.000725,-1,0.5309143,0.7508376,3.999934,5.656762,3.469086,5.656939,6.000051,4.242697,20,0,0
-268.531,-11.55019,-10,-24.00072,-1,10,0.9896356,0.6997871,0.9896559,8.469055,3.252971,8.300197,3.579355,20,0,0
-268.6421,-12.04998,0,0,-1,10,0.2828303,0.2000008,0.2828519,8.35791,10,8.799982,3.959775,20,0,0
-266.642,-12.04998,10,0,1,6.841827,0.2828532,0.2000027,0.2828532,10,4.748886,9.799982,3.959775,20,0,0
-264.642,-12.04998,10,0,1,3.641693,0.2828559,0.2000046,0.282833,10,10,2.79998,3.959775,20,0,0
-266.642,-10.28333,-10,-5,-1,10,2.78126,1.96665,2.781257,10,8.532442,8.033336,1.461349,20,0,0
-264.974,-12.04998,10,0,1,1.573547,0.2828512,0.1999998,0.2828519,10,10,2.799985,3.959779,20,0,0
-264.974,-12.04998,0,0,1,0.3734741,0.2828512,0.1999998,0.2828519,10,10,2.799985,3.959779,20,0,0
-262.9739,-10.28333,10,-5,1,9.973923,2.781285,1.966654,2.583287,10,1.461369,1.033333,1.461349,20,-1,0
-264.642,-12.04999,-10,0,-1,10,0.2828303,0.1999998,0.282829,1.358673,10,2.799986,3.959779,20,-1,0
-262.6419,-10.28333,10,-5,1,9.641922,2.781264,1.966654,2.78126,10,1.461369,1.033333,1.461349,20,-1,0
-264.31,-12.04999,-10,0,-1,10,0.2828519,0.1999998,0.2828519,4.09082,10,2.799986,3.959779,20,-1,0
-266.31,-12.04999,-10,0,-1,10,0.282829,0.1999979,0.2828492,3.290833,5.218406,9.79999,3.959758,20,-1,0
-264.31,-12.04999,10,0,1,10,0.2828519,0.1999998,0.2828519,6.490967,10,2.799986,3.959779,20,-1,0
-266.31,-10.28333,-10,-5,-1,10,2.78126,1.96665,2.781258,10,8.532442,8.033338,1.46137,20,-1,0
-264.642,-12.04998,10,0,1,10,0.2828519,0.2000008,0.2828303,8.559113,10,2.799985,3.959779,20,-1,0
-264.642,-12.04998,0,0,1,10,0.2828519,0.2000008,0.2828303,9.759186,10,2.799985,3.959779,20,-1,0
-266.642,-10.28333,-10,-5,-1,10,2.78126,1.96665,2.781257,10,8.532442,8.033336,1.461349,20,-1,0
-266.808,-12.04998,0,0,-1,10,0.2828512,0.1999998,0.2828296,8.588257,4.514104,9.799984,3.959777,20,-1,1
-264.808,-12.04998,10,0,1,10,0.2828532,0.2000027,0.2828532,9.391968,10,2.799983,3.959777,20,-1,1
-262.8079,-12.04998,10,0,1,9.807922,0.2828552,0.2000055,0.2828546,10,3.959777,2.799983,10,20,-1,1
-260.8079,-12.04998,10,0,1,7.807846,0.2828566,0.2000074,0.2828566,10,3.959777,8.799984,10,20,-1,1
-260.8079,-12.04998,0,0,1,7.807846,0.2828566,0.2000074,0.2828566,9.791901,3.959777,8.799984,10,20,-1,1
-258.8078,-12.04998,10,0,1,5.8078,0.2828586,0.2000103,0.282858,10,3.959777,10,10,20,-1,1
-256.8077,-8.551003,10,12.4949,1,10,5.231155,3.698992,5.231171,4.192291,10,5.301003,6.082528,20,-1,1
-258.4749,-7.452024,-9.972565,0.4948977,-1,10,6.785361,4.797969,6.785352,10,8.770987,6.202009,5.942526,20,-1,1
-256.8073,-9.253045,9.972603,-16.5051,1,10,4.238328,2.996951,4.238324,10,10,6.003046,7.075346,20,-1,1
-254.8077,-12.05,10,0,1,1.807724,0.2828418,0.2000008,0.2828418,9.791656,10,8.799981,9.616646,20,-1,1
-256.8077,-8.551017,-10,12.4949,-1,10,5.231146,3.698978,5.231139,4.192291,10,5.301016,6.082537,20,1,0
-258.8078,-7.452038,-10,0.4948977,-1,10,6.785329,4.797956,6.078243,10,8.757045,6.202032,5.942548,20,1,0
-260.4745,-9.253058,0,-16.5051,-1,10,4.238295,2.996932,4.238289,10,0.7431872,6.003064,8.489578,20,1,0
-258.6391,-12.04999,10,0,1,5.639099,0.2828519,0.2000008,0.2828519,1.160004,3.959784,10,10,20,1,0
-256.639,-8.551013,10,12.4949,1,10,5.146359,3.698983,5.231142,4.360992,10,5.301012,6.082533,20,1,0
-254.6391,-7.452034,10,0.4948977,1,10,3.95695,4.797964,6.785338,10,7.356772,4.202017,4.528328,20,1,0
-256.3062,-9.253055,-9.972565,-16.5051,-1,10,4.238323,2.496943,4.238296,10,10,6.003051,7.075347,20,1,0
-255.0959,-9.320061,9.62963,7,1,10,2.964052,2.929937,4.143539,10,10,6.070048,5.876603,20,1,0
-256.7692,-9.42006,-9.973073,-7,-1,10,4.002129,2.829936,4.002124,10,10,6.17006,7.311533,20,1,0
-258.7687,-12.04999,-10,0,-1,5.768738,0.2828296,0.1999998,0.2828505,10,3.959785,10,10,20,1,0
-260.7688,-12.04999,-10,0,-1,7.768784,0.2828492,0.1999969,0.2828492,10,3.959785,8.799995,10,20,1,0
-258.7687,-8.551013,10,12.4949,1,10,5.231147,3.698979,5.231141,2.231293,5.983905,7.301006,7.496712,20,1,0
-256.7687,-7.452034,10,0.4948977,1,10,5.329717,4.79796,6.785346,10,8.770985,4.202033,5.329738,20,1,0
-256.6022,-9.253055,0.01371742,-16.5051,1,10,4.238322,2.996941,4.238317,10,10,6.003053,7.07535,20,1,0
-254.7666,-12.05,10,0,1,1.766586,0.2828418,0.2000008,0.2828418,10,10,8.79998,2.498353,20,1,0
-254.7666,-12.05,0,0,1,1.766586,0.2828418,0.2000008,0.2828418,10,10,8.79998,2.498353,20,1,0
-253.45,-12.05,0.0001830608,0,1,0.4500122,0.2828431,0.2000027,0.2828532,10,10,8.799971,0.6364208,20,1,0
-253.45,-12.05,0,0,1,0.4500122,0.2828431,0.2000027,0.2828532,10,10,8.799971,0.6364208,20,1,0
-255.45,-12.05,-10,0,-1,2.449982,0.2828418,0.2000008,0.2828519,10,10,8.799986,9.616656,20,1,0
-257.45,-8.551017,-10,12.4949,-1,10,5.231145,3.698977,5.231139,3.549988,10,6.301004,6.293325,20,1,0
-255.7829,-7.452038,9.972565,0.4948977,1,10,3.956955,4.797959,6.785334,10,6.008396,4.20203,4.528365,20,-1,1
-255.6169,-9.253058,0.01367978,-16.5051,1,10,3.700869,2.996938,4.238316,10,10,6.00305,6.529273,20,-1,1
-257.4521,-11.30016,-10,22.4949,-1,4.452118,1.343263,0.949831,1.343261,10,8.55623,9.050151,9.124657,20,-1,1
-259.4522,-8.201185,-10,10.4949,-1,10,5.725874,4.048807,5.725867,10,5.017374,5.951192,7.002011,20,-1,1
-261.4522,-7.502206,-10,-1.505102,-1,10,6.714376,0.7478075,1.057547,10,3.185115,6.25218,6.296422,20,-1,1
-261.6128,-6.617014,0,20.4949,-1,10,7.966228,1.633004,2.309403,10,1.961849,5.366989,6.175848,20,-1,1
-262.4523,-3.918034,0,8.494898,-1,9.452286,10,4.331966,0.7746062,6.547729,3.602991,2.668015,2.053822,20,-1,1
-262.4523,-3.652388,0,-4.505103,-1,9.452286,10,4.597612,0.8451394,6.547729,3.397479,2.402369,2.053822,20,-1,1
-262.4523,-6.653409,0,-22.5051,-1,10,7.91477,1.596591,2.257919,10,1.984722,5.40339,6.361067,20,-1,1
-260.6004,-8.116666,10,-2,1,10,5.845412,4.133325,0.5652013,10,4.05408,4.86667,6.882501,20,-1,1
-260.6004,-10.61667,0,-20,-1,7.600388,2.309875,1.633324,2.309873,10,1.93276,7.366671,10,20,0,0
-258.7485,-12.04999,10,0,1,5.748474,0.2828532,0.2000027,0.2828526,10,3.959783,10,10,20,0,0
-256.7484,-8.551011,10,12.4949,1,10,5.231161,3.698985,5.231143,4.251648,10,5.301011,6.082533,20,0,0
-256.5819,-7.452032,0.01371742,0.4948977,1,10,5.065633,4.797964,6.785326,10,5.942589,4.20203,5.065652,20,0,0
-256.5817,-9.253053,1.881675E-05,-16.5051,1,10,4.238324,2.996943,4.238319,10,10,6.003051,7.075349,20,0,0
-254.7463,-11.30017,10,22.4949,1,1.746307,1.343264,0.949832,1.343263,10,10,8.05015,8.556223,20,0,0
-254.5799,-8.201187,0.01371742,10.4949,1,10,2.897487,4.048811,5.72587,10,7.665215,4.95117,5.062675,20,0,0
-256.4132,-7.502208,-9.986264,-1.505102,-1,10,4.827033,4.747788,6.714371,10,6.013546,4.252205,4.82704,20,0,0
-254.7459,-9.903229,9.972584,-19.5051,1,10,2.469023,2.346769,3.318844,10,10,6.653213,6.58066,20,0,0
-256.4253,-10.617,-10,20.4949,-1,3.425354,2.309405,1.632994,2.309401,10,10,7.367,7.729131,20,0,0
-256.5918,-7.918024,-0.01371742,8.494898,-1,10,5.079568,4.331972,6.126328,10,9.430005,4.668023,5.250321,20,0,0
-254.7585,-7.652378,9.986264,-4.505103,1,10,3.67361,4.59762,6.502016,10,7.41258,4.402362,4.811648,20,0,0
-256.4258,-10.6534,-9.972584,-22.5051,-1,3.425842,2.257925,1.596598,2.257944,10,10,7.403396,7.760311,20,0,0
-254.7217,-12.05,10,0,1,1.721725,0.2828532,0.2000027,0.2828316,10,10,8.799979,2.434931,20,0,0
-254.7217,-8.551015,0,12.4949,1,10,2.434932,3.698983,5.231143,6.27829,7.53049,5.300999,5.263318,20,0,0
-256.5553,-7.452036,-9.986282,0.4948977,-1,10,5.027999,4.79796,6.785345,10,5.942592,4.202034,5.028018,20,0,0
-258.5551,-9.253057,-9.999981,-16.5051,-1,10,4.238308,2.996936,4.238314,10,6.286013,8.003043,7.856145,20,0,0
-260.5552,-12.04999,-10,0,-1,7.555161,0.2828519,0.1999998,0.282829,10,3.959783,8.799995,10,20,0,0
-258.5551,-8.551011,10,12.4949,1,10,5.23116,3.698982,5.231142,2.444916,9.114437,7.300998,7.49672,20,0,0
-256.5551,-7.452032,10,0.4948977,1,10,5.02761,4.797964,6.785348,10,5.942589,4.20203,5.02763,20,0,0
-258.2222,-9.253053,-9.972565,-16.5051,-1,10,4.238322,2.996942,4.238317,10,6.756828,8.00303,7.385319,20,-1,1
-258.3863,-11.30016,0,22.4949,-1,5.386322,1.343263,0.9498301,1.343261,10,3.696339,10,9.970393,20,-1,1
-260.2199,-8.201183,-9.986282,10.4949,-1,10,5.725897,4.048807,1.103257,10,4.173596,4.951193,7.002014,20,-1,1
-261.7206,-7.502204,-9.958848,-1.505102,-1,10,6.714377,0.747817,1.057548,10,3.185093,6.25218,6.675957,20,-1,1
-260.0409,-6.617011,10,20.4949,1,10,7.966243,5.63298,2.309436,10,7.013176,3.399385,4.761667,20,-1,1
-261.7081,-3.918031,-9.972565,8.494898,-1,8.708099,10,4.33199,1.827066,7.291931,3.773161,2.668006,1.084781,20,-1,1
-261.5966,-3.652385,0,-4.505103,1,8.596664,10,4.597632,1.984637,7.403351,3.397472,2.402359,0.8437898,20,-1,1
-260.4279,-6.653406,9.876543,-22.5051,1,10,7.914774,5.596585,2.257921,10,6.465896,3.403412,4.93308,20,-1,1
-260.2635,-12.04999,0.01354806,-4.372021,1,7.263519,0.2828519,0.1999998,0.2828296,10,3.959783,8.799999,10,20,-1,1
-262.2636,-10.11667,-10,-2,-1,10,3.016981,2.133322,3.016978,10,1.225653,0.8666668,1.225653,20,-1,1
-262.4301,-12.04999,-0.01371742,-2.999645,-1,9.430038,0.2828303,0.2000008,0.2828519,10,3.959781,2.799988,10,20,1,0
-264.4301,-12.04999,-10,0,-1,10,0.2828505,0.1999979,0.2828505,10,10,2.799988,3.959781,20,1,0
-262.4301,-10.28333,10,-5,1,9.430069,2.781285,1.966655,2.781261,10,1.461369,1.033333,1.461349,20,1,0
-264.0981,-12.04999,-10,0,-1,10,0.2828512,0.1999998,0.2828505,10,10,2.799987,3.95978,20,1,0
-266.0982,-10.28333,-10,-5,-1,10,2.781261,1.96665,2.781257,10,8.532443,8.03334,1.46137,20,1,0
-268.0982,-12.04998,-10,0,-1,10,0.2828296,0.1999998,0.2828519,8.901764,3.959776,8.799987,3.959776,20,1,0
-266.5426,-8.551002,6.666667,12.4949,1,0.5426331,0.7674388,3.698981,5.231164,3.457367,6.082558,6.301004,4.668316,20,1,0
-265.3739,-7.452023,9.876543,0.4948977,1,10,1.128508,0.7979889,6.785347,10,5.128067,5.202032,3.114133,20,1,0
-265.2113,-7.300169,0,22.4949,1,10,1.343263,0.9498377,7.000102,10,5.357985,5.05018,2.899378,20,1,0
-265.2113,-4.20119,0,10.4949,1,10,5.725898,4.048816,6.772236,3.818665,2.529601,1.9512,4.173585,20,1,0
-265.2113,-3.50221,0,-1.505102,1,10,1.713042,4.747796,6.772236,3.788666,1.770885,1.252221,3.185086,20,1,0
-264.3718,-5.903231,0,-19.5051,1,10,3.318834,2.346769,8.975674,10,3.784041,4.653226,0.9238063,20,1,0
-266.2113,-6.617006,-10,20.4949,-1,10,2.309403,5.632977,7.966219,10,3.943738,4.367011,3.127297,20,1,0
-266.3778,-3.918026,-0.01371742,8.494898,-1,10,6.126334,8.331958,6.126334,2.622192,0.9588872,1.66803,3.773155,20,1,0
-264.5444,-3.65238,9.986264,-4.505103,1,10,0.8451664,4.59762,7.715332,4.455566,1.983287,2.402377,3.397438,20,1,0
-262.5446,-2.05002,10,17.0096,1,1.544586,10,6.19998,10,2.455414,1.131368,0.8000023,1.131359,20,1,0
-262.3781,-3.550026,0.01371742,-15.00003,1,9.378128,10,4.699974,0.9899182,6.621857,3.252721,2.300007,1.948947,20,1,0
-263.1187,-8.05,-8.888889,-14.99906,-1,10,0.2828512,0.2000027,0.282858,10,6.788243,2.8,8.202417,20,1,0
-263.1187,-6.116667,0,-2,-1,10,8.673838,2.133337,3.016993,10,1.225653,0.8666668,4.054109,20,1,0
-263.1187,-8.049999,0,-2.999981,-1,10,0.2828519,0.2000046,0.2828586,10,6.788221,2.799999,8.202416,20,1,0
-261.1187,-4.967516,10,14.4949,1,10,10,3.282487,4.642124,1.881348,5.25737,3.717488,4.410443,20,0,0
-262.7858,-3.468536,-9.972565,2.494898,-1,9.785812,10,4.781464,1.105156,6.214172,3.131289,2.21852,2.5255,20,0,0
-261.1182,-4.70289,9.972603,-13.5051,1,10,10,3.547113,5.016377,1.881805,4.883116,3.452862,4.409796,20,0,0
-262.7867,-8.049999,-10,0,-1,10,0.2828303,0.2000008,0.2828519,10,6.788244,6.799983,8.183653,20,0,0
-264.7868,-6.283333,-10,-5,-1,10,2.781271,1.966667,8.43811,10,4.289802,5.033332,1.461348,20,0,0
-266.7868,-9.383333,-10,-23,-1,10,4.054071,2.866651,4.054044,10,7.259633,7.133335,1.11276,20,0,0
-268.7869,-12.04998,-10,0,-1,10,0.2828303,0.1999998,0.282829,8.213104,10,8.799982,3.959776,20,0,0
-266.7868,-12.04998,10,0,1,10,0.2828532,0.2000017,0.2828526,10,4.544099,9.799982,3.959776,20,0,0
-266.7868,-8.551002,0,12.4949,1,0.7868347,5.23117,3.698981,5.231142,3.213165,6.082536,6.301003,4.668316,20,0,0
-266.7868,-7.452023,0,0.4948977,1,10,1.12855,4.79796,6.785325,10,4.528354,5.202024,3.941178,20,0,0
-266.7868,-9.253043,0,-16.5051,1,10,4.238321,2.99694,4.238316,10,7.075383,7.003044,1.112756,20,0,0
-266.7868,-12.04998,0,0,1,10,0.2828296,0.1999998,0.2828296,10,4.544099,9.799984,3.959777,20,0,0
-268.7869,-12.04998,-10,0,-1,10,0.2828498,0.1999969,0.2828498,8.213104,10,8.799984,3.959777,20,0,0
-268.7869,-8.551003,0,12.4949,-1,2.786896,5.231145,3.698977,5.231139,1.213104,6.082556,5.301004,10,20,0,0
-266.9533,-7.452024,9.986282,0.4948977,1,10,1.348206,4.797958,6.785323,10,4.528355,5.202025,4.176606,20,0,0
-264.9535,-8.050007,10,0,1,10,0.2828465,0.1999931,0.2828492,10,5.722578,6.800007,6.78825,20,0,0
-262.9535,-8.050007,10,0,1,10,0.2828249,0.1999931,0.2828276,10,6.788248,6.799992,8.202417,20,0,0
-264.9535,-8.050007,-10,0,-1,10,0.2828465,0.1999931,0.2828492,10,5.722578,6.800007,6.78825,20,0,0
-262.9535,-6.283333,10,-5,1,10,8.438121,1.966667,2.781292,10,1.461348,5.033318,7.005255,20,0,0
-260.9534,-8.050004,10,0,1,10,5.939677,4.199986,0.2828519,10,3.959814,4.9176,6.788216,20,0,0
-260.9534,-8.050004,0,0,1,10,5.939677,4.199986,0.2828519,10,3.959814,4.9176,6.788216,20,0,0
-260.9534,-8.050004,0,0,1,10,5.939677,4.199986,0.2828519,10,3.959814,4.9176,6.788216,20,0,0
-260.9534,-8.050004,0,0,1,10,5.939677,4.199986,0.2828519,10,3.959814,4.9176,6.788216,20,0,0
-262.509,-4.551024,-6.666667,12.4949,-1,10,10,3.698976,0.6943747,0.4909973,3.522798,3.301006,2.134053,20,0,0
-262.509,-3.452044,0,0.4948977,-1,9.509018,10,4.797956,1.128492,6.490997,3.114147,2.202026,2.134053,20,0,0
-264.3444,-3.300171,-10,22.4949,-1,10,1.343261,4.949829,7.998192,4.655579,1.485173,2.050166,2.899366,20,0,0
-264.5109,-2.550006,-0.01371742,-8,-1,3.510895,10,5.699994,8.061022,2.489136,0.6916967,1.300003,1.838464,20,0,0
-262.6757,-4.050001,10,0,1,9.675705,10,4.199999,0.4586437,6.32431,3.287037,2.799984,2.369784,20,0,0
-261.4534,-2.350028,0,-6.000015,1,0.4534302,0.6412475,5.899985,2.68696,5.54657,1.555646,1.100002,0.6412475,20,0,0
-261.4534,-5.650032,0,-24.00002,1,10,9.333757,2.599982,3.676916,10,5.015603,4.400005,4.944626,20,0,0
-259.6198,-12.04999,9.986282,-26.99873,1,6.619827,0.2828303,0.1999998,0.2828512,10,3.959783,9.799996,10,20,0,0
-261.6199,-10.11667,-10,-2,-1,10,3.016982,2.133322,3.016956,10,1.225653,0.8666668,9.710913,20,0,0
-263.62,-12.04999,-10,-2.999617,-1,10,0.2828303,0.2000008,0.2828296,10,10,2.799987,10,20,0,0
-263.62,-12.04999,0,0,-1,10,0.2828303,0.2000008,0.2828296,10,10,2.799987,10,20,0,0
-263.62,-10.28333,0,-5,-1,10,2.781284,1.966653,2.781281,10,1.461369,1.033333,1.461349,20,0,0
-265.454,-12.04998,-10,0,-1,10,0.2828519,0.1999998,0.2828505,10,10,2.799985,3.959779,20,0,0
-265.454,-10.28333,0,-5,-1,10,2.781261,1.966651,2.781258,10,8.532443,1.033333,1.461349,20,0,0
-267.2881,-12.04998,-10,0,-1,10,0.2828303,0.1999998,0.2828505,9.711945,3.959777,8.799994,3.959777,20,0,0
-267.2881,-12.04998,0,0,-1,10,0.2828303,0.1999998,0.2828505,9.711945,3.959777,8.799994,3.959777,20,0,0
-265.288,-10.28333,10,-5,1,10,2.781262,1.966651,2.781258,10,8.532443,1.033333,1.461349,20,0,0
-266.9561,-12.04998,-10,0,-1,10,0.2828519,0.1999998,0.2828512,10,4.304787,9.799983,3.959777,20,-1,0
-266.9561,-12.04998,0,0,-1,10,0.2828519,0.1999998,0.2828512,10,4.304787,9.799983,3.959777,20,-1,0
-268.9561,-8.551003,-10,12.4949,-1,2.956116,5.231145,3.698977,5.231139,1.043884,6.082556,5.301004,10,20,-1,0
-269.1226,-7.452024,-0.01371742,0.4948977,-1,10,6.785351,4.797956,1.240846,10,4.528374,3.202037,8.770977,20,-1,0
-267.2892,-9.253045,9.986264,-16.5051,1,10,4.23832,2.996938,4.238293,10,7.075384,6.003056,5.661165,20,-1,0
-267.1248,-11.30015,0,22.4949,1,10,1.343263,0.9498301,1.343261,9.875214,4.06612,8.050164,2.899344,20,-1,0
-268.9584,-8.201174,-9.986282,10.4949,-1,10,5.725874,4.048807,1.473038,10,5.587806,4.951174,9.830427,20,-1,0
-267.291,-7.502194,9.972584,-1.505102,1,10,1.825847,4.747788,6.714392,10,4.599328,4.252205,8.841898,20,-1,0
-267.1251,-9.903215,0.01367981,-19.5051,1,10,3.318834,2.346767,3.31883,10,7.994868,6.653227,1.59113,20,-1,0
-265.2853,-10.61699,10,20.4949,1,10,2.309427,1.632996,2.309403,10,9.004298,1.366989,1.933204,20,-1,0
-265.1188,-10.91667,0.01371742,-11,1,10,1.885616,1.333319,1.885592,10,9.42811,1.666667,2.357037,20,1,1
-265.1186,-10.61699,0,20.4949,1,10,2.309405,1.632994,2.309402,10,9.0043,1.36699,1.933205,20,1,1
-265.1186,-10.91667,0,-11,1,10,1.885616,1.333319,1.885592,10,9.42811,1.666667,2.357016,20,1,1
-265.1186,-12.04998,0,0,1,10,0.2828303,0.1999998,0.2828296,10,10,2.799985,3.959779,20,1,1
-267.1187,-12.04998,-10,0,-1,10,0.2828505,0.1999979,0.2828492,9.881348,4.074839,8.799996,3.959779,20,1,1
-265.1186,-12.04998,10,0,1,10,0.2828303,0.1999998,0.2828296,10,10,2.799985,3.959779,20,1,1
-263.1185,-12.04998,10,0,1,10,0.2828532,0.2000027,0.2828532,10,3.959779,2.799985,10,20,1,1
-263.1185,-10.28333,0,-5,1,10,2.781285,1.966653,2.78126,10,1.461369,1.033333,1.461349,20,1,1
-264.9526,-12.04998,-10,0,-1,10,0.2828512,0.1999998,0.2828512,10,10,2.799985,3.959779,20,1,1
-264.9526,-10.28333,0,-5,-1,10,2.781283,1.966651,2.78128,10,1.461369,1.033333,1.461349,20,1,1
-263.1185,-12.04999,10,0,1,10,0.2828519,0.2000008,0.2828519,10,3.95978,2.799987,10,20,0,0
-261.1185,-10.28333,10,-5,1,8.118484,2.781265,1.966656,2.781262,10,1.461369,1.033333,9.946605,20,0,0
-260.9525,-12.04999,0,0,1,7.952454,0.2828505,0.1999989,0.282829,10,3.959783,8.916166,10,20,0,0
-260.9525,-12.04999,0,0,1,7.952454,0.2828505,0.1999989,0.282829,10,3.959783,8.916166,10,20,0,0
-262.9525,-10.28333,-10,-5,-1,9.95253,2.781285,1.966654,2.78126,10,1.461369,1.033333,1.461349,20,0,0
-261.2845,-12.04999,10,0,1,8.284454,0.2828526,0.2000008,0.2828519,10,3.959781,2.799989,10,20,0,0
-261.2845,-12.04999,0,0,1,8.284454,0.2828526,0.2000008,0.2828519,10,3.959781,2.799989,10,20,0,0
-263.2845,-12.04999,-10,0,-1,10,0.282829,0.1999989,0.2828505,10,10,2.799989,10,20,0,0
-265.2846,-12.04999,-10,0,-1,10,0.2828269,0.199996,0.2828492,10,10,2.799989,3.959781,20,0,0
-267.2846,-8.749016,-10,11.00984,-1,1.284668,4.951125,3.500967,4.951097,2.715363,6.36258,5.499026,4.948361,20,0,0
-269.2847,-7.947047,-10,-0.9901612,-1,10,6.085281,4.302935,1.011588,10,5.22842,3.697058,9.471045,20,-1,1
-269.4512,-10.24508,-0.01371742,-18.99016,-1,10,2.835347,2.004901,2.835343,10,1.40726,5.99509,7.709117,20,-1,1
-267.6118,-12.04998,10,0,1,10,0.2828316,0.2000027,0.282831,9.388153,3.959775,8.799989,3.959775,20,-1,1
-269.6119,-12.04998,-10,0,-1,10,0.2828519,0.1999998,0.2828505,7.388092,10,7.799992,5.108011,20,-1,1
-271.612,-10.28333,-10,-5,-1,10,2.781256,1.966643,2.781253,7.388062,10,6.033341,1.461349,20,-1,1
-273.612,-12.04997,-10,0,-1,10,0.2828303,0.2000008,0.2828296,3.38797,10,7.799978,3.959771,20,-1,1
-271.612,-8.550994,10,12.4949,1,0.611969,0.8654542,3.698983,5.231143,10,7.496728,4.301001,8.910959,20,-1,1
-273.2791,-7.452015,-9.972565,0.4948977,-1,10,6.785354,4.79796,5.371153,10,5.942551,3.202019,4.528348,20,-1,1
-271.6115,-9.253036,9.972603,-16.5051,1,10,4.238323,2.996942,4.238317,9.388519,8.489584,5.003043,0.8648075,20,-1,1
-270.4263,-11.30015,10,22.4949,1,10,1.343264,0.949832,1.343262,6.57373,10,2.050147,9.088156,20,-1,1
-268.4262,-8.448733,10,9.009496,1,2.426239,5.375794,3.801248,5.375767,1.573761,5.937908,5.198737,10,20,0,0
-266.4262,-8.080167,10,-3.990505,1,10,0.6027121,4.169816,5.896995,10,5.416683,5.83017,4.002462,20,0,0
-264.4261,-8.050022,10,0,1,10,0.2828141,0.1999779,0.2828141,10,6.468406,6.800018,9.087897,20,0,0
-264.4261,-4.551043,0,12.4949,1,0.4261169,0.60262,3.698957,10,10,3.254176,3.301038,4.668325,20,0,0
-264.4261,-3.452063,0,0.4948977,1,10,1.128458,4.797937,7.882657,4.573883,1.699975,2.202058,3.114168,20,0,0
-262.5907,-3.300171,10,22.4949,1,9.590714,10,4.949829,1.343261,6.409271,2.899378,2.050153,2.249588,20,0,0
-261.5907,-2.650036,0,-9.000087,1,0.5906677,10,5.599981,2.262699,5.409332,1.979932,1.400011,0.8353308,20,0,0
-261.5907,-6.550054,0,-27.00009,1,10,8.060921,1.699963,2.404096,10,1.993096,5.300029,6.081156,20,0,0
-263.4426,-8.049999,-10,0,-1,10,0.2828573,0.2000141,0.2828654,10,6.788241,2.799999,8.202425,20,0,0
-265.4426,-4.55102,-10,12.4949,-1,1.442627,5.231181,3.698994,6.445095,10,2.202496,2.301029,4.668314,20,0,0
-263.7755,-3.45204,9.972565,0.4948977,1,10,10,0.7979603,10,5.224487,1.772045,2.202031,3.114105,20,0,0
-261.7759,-5.25306,9.999963,-16.5051,1,10,9.89516,2.996963,4.238319,10,4.559547,4.003036,5.339945,20,0,0
-261.6113,-7.300177,0,22.4949,1,10,7.000086,0.9498415,1.343257,10,2.899384,6.050152,6.52132,20,0,0
-259.7777,-4.201197,9.986282,10.4949,1,6.891968,9.585094,8.048794,5.725907,9.252289,1.345201,1.9512,2.767318,20,0,0
-257.7779,-3.502218,9.999981,-1.505102,1,4.777893,9.542817,8.747777,6.714393,10,1.798403,1.252216,1.100108,20,0,0
-257.6114,-5.903238,0.01371739,-19.5051,1,10,6.521544,6.346756,8.975652,10,3.752245,3.653231,3.752229,20,0,0
-259.4448,-11.90426,-9.986264,-37.5051,-1,6.444778,0.4889412,0.3457336,0.4889405,10,3.753673,9.654265,10,20,0,0
-257.6668,-9.450672,10,16.4949,1,10,3.958838,2.799322,3.958833,10,10,7.200666,7.354844,20,0,0
-255.6668,-7.551694,10,4.494898,1,10,3.81601,4.698303,6.644389,10,6.16333,4.301685,4.669286,20,0,0
-253.6668,-8.252714,10,-10.5051,1,10,2.82461,3.997285,5.653,7.333237,8.489113,5.00269,4.24648,20,0,0
-255.3339,-12.05,-9.972565,-16.39295,-1,2.333908,0.2828411,0.1999998,0.2828526,10,10,8.799985,9.616645,20,0,0
-253.45,-12.05,6.517822,0,1,0.4500122,0.2828431,0.2000027,0.2828532,10,10,8.799971,0.6364208,20,0,0
-253.45,-12.05,0.0001830608,0,1,0.4500122,0.2828431,0.2000027,0.2828532,10,10,8.799971,0.6364208,20,0,0
